# Identifier	Cytoplasmic effector	Apoplastic effector	Non-effector	Prediction
FUN_009832-T1 FUN_009832	Y (0.734)	-	-	Cytoplasmic effector
FUN_009833-T1 FUN_009833	-	-	Y (0.86)	Non-effector
FUN_009834-T1 FUN_009834	-	-	Y (0.986)	Non-effector
FUN_009835-T1 FUN_009835	-	-	Y (0.707)	Non-effector
FUN_009836-T1 FUN_009836	-	-	Y (0.983)	Non-effector
FUN_009837-T1 FUN_009837	-	-	Y (0.783)	Non-effector
FUN_009838-T1 FUN_009838	-	-	Y (0.712)	Non-effector
FUN_009839-T1 FUN_009839	-	-	Y (0.979)	Non-effector
FUN_009840-T1 FUN_009840	Y (0.673)	-	-	Cytoplasmic effector
FUN_009841-T1 FUN_009841	-	-	Y (0.785)	Non-effector
FUN_009842-T1 FUN_009842	-	-	Y (0.74)	Non-effector
FUN_009844-T1 FUN_009844	-	-	Y (0.807)	Non-effector
FUN_009845-T1 FUN_009845	Y (0.67)	-	-	Cytoplasmic effector
FUN_009846-T1 FUN_009846	-	-	Y (0.861)	Non-effector
FUN_009847-T1 FUN_009847	-	-	Y (0.637)	Non-effector
FUN_009848-T1 FUN_009848	-	-	Y (0.93)	Non-effector
FUN_009849-T1 FUN_009849	-	-	Y (0.927)	Non-effector
FUN_009851-T1 FUN_009851	-	-	Y (0.987)	Non-effector
FUN_009852-T1 FUN_009852	-	-	Y (0.837)	Non-effector
FUN_009853-T1 FUN_009853	-	-	Y (0.846)	Non-effector
FUN_009854-T1 FUN_009854	-	-	Y (0.988)	Non-effector
FUN_009855-T1 FUN_009855	Y (0.585)	-	-	Cytoplasmic effector
FUN_009856-T1 FUN_009856	-	-	Y (0.988)	Non-effector
FUN_009857-T1 FUN_009857	-	Y (0.638)	-	Apoplastic effector
FUN_009858-T1 FUN_009858	-	-	Y (0.642)	Non-effector
FUN_009859-T1 FUN_009859	-	-	Y (0.755)	Non-effector
FUN_009860-T1 FUN_009860	-	-	Y (0.85)	Non-effector
FUN_009861-T1 FUN_009861	Y (0.523)	-	-	Cytoplasmic effector
FUN_009862-T1 FUN_009862	-	-	Y (0.761)	Non-effector
FUN_009863-T1 FUN_009863	-	-	Y (0.987)	Non-effector
FUN_009864-T1 FUN_009864	-	-	Y (0.873)	Non-effector
FUN_009865-T1 FUN_009865	-	-	Y (0.692)	Non-effector
FUN_009866-T1 FUN_009866	-	-	Y (0.876)	Non-effector
FUN_009867-T1 FUN_009867	-	-	Y (0.76)	Non-effector
FUN_009868-T1 FUN_009868	Y (0.592)	-	-	Cytoplasmic effector
FUN_009869-T1 FUN_009869	Y (0.733)	-	-	Cytoplasmic effector
FUN_009870-T1 FUN_009870	-	-	Y (0.774)	Non-effector
FUN_009871-T1 FUN_009871	-	-	Y (0.987)	Non-effector
FUN_009872-T1 FUN_009872	-	-	Y (0.714)	Non-effector
FUN_009873-T1 FUN_009873	-	-	Y (0.655)	Non-effector
FUN_009874-T1 FUN_009874	Y (0.768)	-	-	Cytoplasmic effector
FUN_009875-T1 FUN_009875	Y (0.609)	-	-	Cytoplasmic effector
FUN_009876-T1 FUN_009876	-	-	Y (0.799)	Non-effector
FUN_009877-T1 FUN_009877	-	-	Y (0.937)	Non-effector
FUN_009877-T2 FUN_009877	-	-	Y (0.924)	Non-effector
FUN_009878-T1 FUN_009878	-	-	Y (0.977)	Non-effector
FUN_009879-T1 FUN_009879	-	-	Y (0.851)	Non-effector
FUN_009880-T1 FUN_009880	-	Y (0.766)	-	Apoplastic effector
FUN_009881-T1 FUN_009881	-	-	Y (0.508)	Non-effector
FUN_009881-T2 FUN_009881	-	Y (0.502)	-	Apoplastic effector
FUN_009882-T1 FUN_009882	-	-	Y (0.814)	Non-effector
FUN_009883-T1 FUN_009883	Y (0.57)	-	-	Cytoplasmic effector
FUN_009884-T1 FUN_009884	-	-	Y (0.932)	Non-effector
FUN_009885-T1 FUN_009885	-	Y (0.73)	-	Apoplastic effector
FUN_009886-T1 FUN_009886	-	Y (0.923)	-	Apoplastic effector
FUN_009887-T1 FUN_009887	-	Y (0.584)	-	Apoplastic effector
FUN_009888-T1 FUN_009888	Y (0.87)	-	-	Cytoplasmic effector
FUN_009889-T1 FUN_009889	Y (0.612)	-	-	Cytoplasmic effector
FUN_009890-T1 FUN_009890	Y (0.734)	Y (0.823)	-	Apoplastic/cytoplasmic effector
FUN_009891-T1 FUN_009891	Y (0.922)	-	-	Cytoplasmic effector
FUN_009892-T1 FUN_009892	Y (0.711)	-	-	Cytoplasmic effector
FUN_009893-T1 FUN_009893	-	-	Y (0.909)	Non-effector
FUN_009894-T1 FUN_009894	-	-	Y (0.609)	Non-effector
FUN_009895-T1 FUN_009895	-	-	Y (0.934)	Non-effector
FUN_009896-T1 FUN_009896	-	-	Y (0.959)	Non-effector
FUN_009897-T1 FUN_009897	-	-	Y (0.983)	Non-effector
FUN_009898-T1 FUN_009898	-	-	Y (0.988)	Non-effector
FUN_009899-T1 FUN_009899	Y (0.666)	-	-	Cytoplasmic effector
FUN_009900-T1 FUN_009900	Y (0.658)	-	-	Cytoplasmic effector
FUN_009901-T1 FUN_009901	-	Y (0.72)	-	Apoplastic effector
FUN_009902-T1 FUN_009902	-	-	Y (0.884)	Non-effector
FUN_009903-T1 FUN_009903	-	-	Y (0.627)	Non-effector
FUN_009904-T1 FUN_009904	-	-	Y (0.877)	Non-effector
FUN_009905-T1 FUN_009905	Y (0.714)	-	-	Cytoplasmic effector
FUN_009906-T1 FUN_009906	Y (0.84)	-	-	Cytoplasmic effector
FUN_009907-T1 FUN_009907	-	-	Y (0.561)	Non-effector
FUN_009908-T1 FUN_009908	-	-	Y (0.781)	Non-effector
FUN_009909-T1 FUN_009909	-	-	Y (0.664)	Non-effector
FUN_009909-T2 FUN_009909	-	-	Y (0.926)	Non-effector
FUN_009910-T1 FUN_009910	-	-	Y (0.813)	Non-effector
FUN_009911-T1 FUN_009911	Y (0.75)	-	-	Cytoplasmic effector
FUN_009912-T1 FUN_009912	-	-	Y (0.823)	Non-effector
FUN_009913-T1 FUN_009913	Y (0.716)	-	-	Cytoplasmic effector
FUN_009914-T1 FUN_009914	-	-	Y (0.752)	Non-effector
FUN_009915-T1 FUN_009915	-	-	Y (0.668)	Non-effector
FUN_009916-T1 FUN_009916	Y (0.764)	-	-	Cytoplasmic effector
FUN_009917-T1 FUN_009917	-	-	Y (0.684)	Non-effector
FUN_009918-T1 FUN_009918	Y (0.76)	-	-	Cytoplasmic effector
FUN_009919-T1 FUN_009919	Y (0.825)	-	-	Cytoplasmic effector
FUN_009920-T1 FUN_009920	-	-	Y (0.929)	Non-effector
FUN_009921-T1 FUN_009921	-	-	Y (0.519)	Non-effector
FUN_009922-T1 FUN_009922	Y (0.897)	-	-	Cytoplasmic effector
FUN_009923-T1 FUN_009923	-	-	Y (0.679)	Non-effector
FUN_009924-T1 FUN_009924	Y (0.875)	-	-	Cytoplasmic effector
FUN_009925-T1 FUN_009925	Y (0.631)	-	-	Cytoplasmic effector
FUN_009926-T1 FUN_009926	Y (0.753)	-	-	Cytoplasmic effector
FUN_009927-T1 FUN_009927	Y (0.82)	-	-	Cytoplasmic effector
FUN_009928-T1 FUN_009928	-	-	Y (0.831)	Non-effector
FUN_009929-T1 FUN_009929	-	-	Y (0.957)	Non-effector
FUN_009930-T1 FUN_009930	Y (0.835)	-	-	Cytoplasmic effector
FUN_009931-T1 FUN_009931	-	-	Y (0.883)	Non-effector
FUN_009932-T1 FUN_009932	-	-	Y (0.727)	Non-effector
FUN_009933-T1 FUN_009933	Y (0.892)	-	-	Cytoplasmic effector
FUN_009934-T1 FUN_009934	-	-	Y (0.8)	Non-effector
FUN_009935-T1 FUN_009935	Y (0.511)	-	-	Cytoplasmic effector
FUN_009936-T1 FUN_009936	-	-	Y (0.99)	Non-effector
FUN_009937-T1 FUN_009937	-	-	Y (0.92)	Non-effector
FUN_009938-T1 FUN_009938	Y (0.666)	-	-	Cytoplasmic effector
FUN_009939-T1 FUN_009939	Y (0.593)	-	-	Cytoplasmic effector
FUN_009940-T1 FUN_009940	-	-	Y (0.897)	Non-effector
FUN_009941-T1 FUN_009941	-	-	Y (0.579)	Non-effector
FUN_009941-T2 FUN_009941	-	-	Y (0.598)	Non-effector
FUN_009942-T1 FUN_009942	-	-	Y (0.959)	Non-effector
FUN_009943-T1 FUN_009943	Y (0.781)	-	-	Cytoplasmic effector
FUN_009944-T1 FUN_009944	Y (0.65)	-	-	Cytoplasmic effector
FUN_009945-T1 FUN_009945	-	Y (0.578)	-	Apoplastic effector
FUN_009946-T1 FUN_009946	-	-	Y (0.561)	Non-effector
FUN_009947-T1 FUN_009947	-	-	Y (0.908)	Non-effector
FUN_009948-T1 FUN_009948	Y (0.574)	-	-	Cytoplasmic effector
FUN_009949-T1 FUN_009949	-	-	Y (0.896)	Non-effector
FUN_009950-T1 FUN_009950	-	-	Y (0.536)	Non-effector
FUN_009951-T1 FUN_009951	-	-	Y (0.944)	Non-effector
FUN_009952-T1 FUN_009952	-	-	Y (0.987)	Non-effector
FUN_009953-T1 FUN_009953	-	-	Y (0.776)	Non-effector
FUN_009954-T1 FUN_009954	-	-	Y (0.549)	Non-effector
FUN_009955-T1 FUN_009955	-	-	Y (0.609)	Non-effector
FUN_009956-T1 FUN_009956	-	-	Y (0.59)	Non-effector
FUN_009957-T1 FUN_009957	-	-	Y (0.614)	Non-effector
FUN_009958-T1 FUN_009958	-	-	Y (0.913)	Non-effector
FUN_009959-T1 FUN_009959	-	-	Y (0.635)	Non-effector
FUN_009960-T1 FUN_009960	-	-	Y (0.872)	Non-effector
FUN_009961-T1 FUN_009961	Y (0.809)	-	-	Cytoplasmic effector
FUN_009962-T1 FUN_009962	-	Y (0.501)	-	Apoplastic effector
FUN_009963-T1 FUN_009963	-	-	Y (0.798)	Non-effector
FUN_009964-T1 FUN_009964	-	-	Y (0.956)	Non-effector
FUN_009965-T1 FUN_009965	-	-	Y (0.867)	Non-effector
FUN_009966-T1 FUN_009966	-	-	Y (0.988)	Non-effector
FUN_009967-T1 FUN_009967	Y (0.635)	-	-	Cytoplasmic effector
FUN_009968-T1 FUN_009968	-	-	Y (0.601)	Non-effector
FUN_009969-T1 FUN_009969	Y (0.834)	-	-	Cytoplasmic effector
FUN_009970-T1 FUN_009970	Y (0.571)	-	-	Cytoplasmic effector
FUN_009971-T1 FUN_009971	-	-	Y (0.748)	Non-effector
FUN_009972-T1 FUN_009972	-	-	Y (0.875)	Non-effector
FUN_009973-T1 FUN_009973	-	-	Y (0.594)	Non-effector
FUN_009974-T1 FUN_009974	-	-	Y (0.756)	Non-effector
FUN_009975-T1 FUN_009975	-	-	Y (0.956)	Non-effector
FUN_009976-T1 FUN_009976	Y (0.556)	-	-	Cytoplasmic effector
FUN_009977-T1 FUN_009977	Y (0.922)	-	-	Cytoplasmic effector
FUN_009978-T1 FUN_009978	-	-	Y (0.988)	Non-effector
FUN_009979-T1 FUN_009979	Y (0.702)	-	-	Cytoplasmic effector
FUN_009981-T1 FUN_009981	Y (0.739)	-	-	Cytoplasmic effector
FUN_009982-T1 FUN_009982	-	-	Y (0.82)	Non-effector
FUN_009983-T1 FUN_009983	-	-	Y (0.77)	Non-effector
FUN_009984-T1 FUN_009984	-	-	Y (0.939)	Non-effector
FUN_009985-T1 FUN_009985	-	-	Y (0.921)	Non-effector
FUN_009986-T1 FUN_009986	-	-	Y (0.739)	Non-effector
FUN_009987-T1 FUN_009987	-	-	Y (0.618)	Non-effector
FUN_009988-T1 FUN_009988	-	-	Y (0.561)	Non-effector
FUN_009989-T1 FUN_009989	Y (0.826)	-	-	Cytoplasmic effector
FUN_009990-T1 FUN_009990	Y (0.787)	-	-	Cytoplasmic effector
FUN_009991-T1 FUN_009991	Y (0.551)	-	-	Cytoplasmic effector
FUN_009992-T1 FUN_009992	-	-	Y (0.611)	Non-effector
FUN_009993-T1 FUN_009993	-	-	Y (0.987)	Non-effector
FUN_009994-T1 FUN_009994	Y (0.752)	-	-	Cytoplasmic effector
FUN_009995-T1 FUN_009995	-	-	Y (0.887)	Non-effector
FUN_009996-T1 FUN_009996	-	-	Y (0.759)	Non-effector
FUN_009997-T1 FUN_009997	Y (0.825)	-	-	Cytoplasmic effector
FUN_009998-T1 FUN_009998	-	-	Y (0.953)	Non-effector
FUN_009999-T1 FUN_009999	Y (0.883)	-	-	Cytoplasmic effector
FUN_010000-T1 FUN_010000	-	-	Y (0.98)	Non-effector
FUN_010001-T1 FUN_010001	-	-	Y (0.619)	Non-effector
FUN_010002-T1 FUN_010002	-	-	Y (0.984)	Non-effector
FUN_010003-T1 FUN_010003	-	-	Y (0.987)	Non-effector
FUN_010004-T1 FUN_010004	-	-	Y (0.737)	Non-effector
FUN_010005-T1 FUN_010005	-	-	Y (0.988)	Non-effector
FUN_010006-T1 FUN_010006	Y (0.593)	Y (0.896)	-	Apoplastic/cytoplasmic effector
FUN_010007-T1 FUN_010007	Y (0.581)	-	-	Cytoplasmic effector
FUN_010008-T1 FUN_010008	Y (0.916)	-	-	Cytoplasmic effector
FUN_010009-T1 FUN_010009	-	-	Y (0.922)	Non-effector
FUN_010010-T1 FUN_010010	Y (0.654)	Y (0.713)	-	Apoplastic/cytoplasmic effector
FUN_010011-T1 FUN_010011	Y (0.619)	-	-	Cytoplasmic effector
FUN_010012-T1 FUN_010012	-	-	Y (0.89)	Non-effector
FUN_010013-T1 FUN_010013	-	-	Y (0.599)	Non-effector
FUN_010014-T1 FUN_010014	-	-	Y (0.921)	Non-effector
FUN_010015-T1 FUN_010015	-	-	Y (0.788)	Non-effector
FUN_010016-T1 FUN_010016	-	-	Y (0.786)	Non-effector
FUN_010016-T2 FUN_010016	-	-	Y (0.723)	Non-effector
FUN_010017-T1 FUN_010017	-	-	Y (0.99)	Non-effector
FUN_010018-T1 FUN_010018	-	-	Y (0.859)	Non-effector
FUN_010019-T1 FUN_010019	-	-	Y (0.984)	Non-effector
FUN_010020-T1 FUN_010020	-	-	Y (0.983)	Non-effector
FUN_010021-T1 FUN_010021	-	-	Y (0.693)	Non-effector
FUN_010022-T1 FUN_010022	Y (0.698)	Y (0.892)	-	Apoplastic/cytoplasmic effector
FUN_010023-T1 FUN_010023	-	-	Y (0.97)	Non-effector
FUN_010024-T1 FUN_010024	-	-	Y (0.617)	Non-effector
FUN_010025-T1 FUN_010025	-	Y (0.513)	-	Apoplastic effector
FUN_010026-T1 FUN_010026	-	-	Y (0.516)	Non-effector
FUN_010027-T1 FUN_010027	-	-	Y (0.588)	Non-effector
FUN_010028-T1 FUN_010028	-	-	Y (0.792)	Non-effector
FUN_010029-T1 FUN_010029	-	-	Y (0.89)	Non-effector
FUN_010030-T1 FUN_010030	-	-	Y (0.861)	Non-effector
FUN_010031-T1 FUN_010031	Y (0.837)	-	-	Cytoplasmic effector
FUN_010032-T1 FUN_010032	-	-	Y (0.618)	Non-effector
FUN_010033-T1 FUN_010033	-	-	Y (0.773)	Non-effector
FUN_010034-T1 FUN_010034	-	-	Y (0.684)	Non-effector
FUN_010035-T1 FUN_010035	-	-	Y (0.95)	Non-effector
FUN_010036-T1 FUN_010036	Y (0.861)	-	-	Cytoplasmic effector
FUN_010037-T1 FUN_010037	-	-	Y (0.957)	Non-effector
FUN_010038-T1 FUN_010038	-	-	Y (0.984)	Non-effector
FUN_010038-T2 FUN_010038	-	-	Y (0.925)	Non-effector
FUN_010038-T3 FUN_010038	-	-	Y (0.964)	Non-effector
FUN_010039-T1 FUN_010039	-	-	Y (0.668)	Non-effector
FUN_010040-T1 FUN_010040	-	-	Y (0.929)	Non-effector
FUN_010041-T1 FUN_010041	-	-	Y (0.681)	Non-effector
FUN_010042-T1 FUN_010042	-	-	Y (0.91)	Non-effector
FUN_010043-T1 FUN_010043	Y (0.53)	-	-	Cytoplasmic effector
FUN_010044-T1 FUN_010044	-	-	Y (0.575)	Non-effector
FUN_010045-T1 FUN_010045	-	Y (0.582)	-	Apoplastic effector
FUN_010046-T1 FUN_010046	-	-	Y (0.68)	Non-effector
FUN_010047-T1 FUN_010047	-	-	Y (0.801)	Non-effector
FUN_010048-T1 FUN_010048	Y (0.866)	-	-	Cytoplasmic effector
FUN_010049-T1 FUN_010049	-	-	Y (0.85)	Non-effector
FUN_010050-T1 FUN_010050	-	-	Y (0.604)	Non-effector
FUN_010050-T2 FUN_010050	-	-	Y (0.538)	Non-effector
FUN_010050-T3 FUN_010050	-	-	Y (0.6)	Non-effector
FUN_010051-T1 FUN_010051	Y (0.615)	-	-	Cytoplasmic effector
FUN_010052-T1 FUN_010052	Y (0.827)	-	-	Cytoplasmic effector
FUN_010053-T1 FUN_010053	-	-	Y (0.812)	Non-effector
FUN_010054-T1 FUN_010054	Y (0.75)	-	-	Cytoplasmic effector
FUN_010055-T1 FUN_010055	-	-	Y (0.811)	Non-effector
FUN_010056-T1 FUN_010056	Y (0.677)	-	-	Cytoplasmic effector
FUN_010057-T1 FUN_010057	-	-	Y (0.988)	Non-effector
FUN_010058-T1 FUN_010058	-	-	Y (0.843)	Non-effector
FUN_010058-T2 FUN_010058	-	-	Y (0.754)	Non-effector
FUN_010059-T1 FUN_010059	-	-	Y (0.947)	Non-effector
FUN_010060-T1 FUN_010060	-	-	Y (0.957)	Non-effector
FUN_010061-T1 FUN_010061	-	-	Y (0.799)	Non-effector
FUN_010061-T2 FUN_010061	-	-	Y (0.803)	Non-effector
FUN_010062-T1 FUN_010062	-	-	Y (0.771)	Non-effector
FUN_010063-T1 FUN_010063	Y (0.731)	-	-	Cytoplasmic effector
FUN_010064-T1 FUN_010064	-	-	Y (0.549)	Non-effector
FUN_010065-T1 FUN_010065	-	-	Y (0.988)	Non-effector
FUN_010066-T1 FUN_010066	Y (0.757)	-	-	Cytoplasmic effector
FUN_010067-T1 FUN_010067	-	-	Y (0.549)	Non-effector
FUN_010068-T1 FUN_010068	-	-	Y (0.802)	Non-effector
FUN_010069-T1 FUN_010069	-	-	Y (0.71)	Non-effector
FUN_010070-T1 FUN_010070	-	-	Y (0.959)	Non-effector
FUN_010071-T1 FUN_010071	Y (0.549)	-	-	Cytoplasmic effector
FUN_010072-T1 FUN_010072	-	-	Y (0.955)	Non-effector
FUN_010073-T1 FUN_010073	Y (0.561)	-	-	Cytoplasmic effector
FUN_010073-T2 FUN_010073	-	-	Y (0.552)	Non-effector
FUN_010073-T3 FUN_010073	-	-	Y (0.627)	Non-effector
FUN_010074-T1 FUN_010074	Y (0.59)	-	-	Cytoplasmic effector
FUN_010075-T1 FUN_010075	-	-	Y (0.839)	Non-effector
FUN_010076-T1 FUN_010076	-	-	Y (0.757)	Non-effector
FUN_010077-T1 FUN_010077	-	-	Y (0.7)	Non-effector
FUN_010078-T1 FUN_010078	-	-	Y (0.926)	Non-effector
FUN_010078-T2 FUN_010078	-	-	Y (0.935)	Non-effector
FUN_010079-T1 FUN_010079	-	-	Y (0.751)	Non-effector
FUN_010080-T1 FUN_010080	-	-	Y (0.586)	Non-effector
FUN_010081-T1 FUN_010081	-	-	Y (0.963)	Non-effector
FUN_010082-T1 FUN_010082	-	-	Y (0.766)	Non-effector
FUN_010083-T1 FUN_010083	-	-	Y (0.758)	Non-effector
FUN_010084-T1 FUN_010084	-	-	Y (0.697)	Non-effector
FUN_010085-T1 FUN_010085	-	-	Y (0.68)	Non-effector
FUN_010086-T1 FUN_010086	-	Y (0.554)	-	Apoplastic effector
FUN_010087-T1 FUN_010087	Y (0.831)	-	-	Cytoplasmic effector
FUN_010088-T1 FUN_010088	-	-	Y (0.62)	Non-effector
FUN_010089-T1 FUN_010089	Y (0.859)	-	-	Cytoplasmic effector
FUN_010090-T1 FUN_010090	-	-	Y (0.865)	Non-effector
FUN_010091-T1 FUN_010091	-	-	Y (0.67)	Non-effector
FUN_010092-T1 FUN_010092	Y (0.587)	-	-	Cytoplasmic effector
FUN_010092-T2 FUN_010092	Y (0.559)	-	-	Cytoplasmic effector
FUN_010093-T1 FUN_010093	-	-	Y (0.923)	Non-effector
FUN_010094-T1 FUN_010094	Y (0.606)	-	-	Cytoplasmic effector
FUN_010095-T1 FUN_010095	-	-	Y (0.896)	Non-effector
FUN_010096-T1 FUN_010096	-	-	Y (0.767)	Non-effector
FUN_010097-T1 FUN_010097	-	-	Y (0.94)	Non-effector
FUN_010098-T1 FUN_010098	-	-	Y (0.924)	Non-effector
FUN_010099-T1 FUN_010099	-	-	Y (0.986)	Non-effector
FUN_010100-T1 FUN_010100	-	-	Y (0.921)	Non-effector
FUN_010101-T1 FUN_010101	-	-	Y (0.745)	Non-effector
FUN_010102-T1 FUN_010102	Y (0.776)	-	-	Cytoplasmic effector
FUN_010103-T1 FUN_010103	-	-	Y (0.564)	Non-effector
FUN_010104-T1 FUN_010104	-	-	Y (0.922)	Non-effector
FUN_010105-T1 FUN_010105	-	-	Y (0.848)	Non-effector
FUN_010106-T1 FUN_010106	-	-	Y (0.926)	Non-effector
FUN_010107-T1 FUN_010107	Y (0.623)	-	-	Cytoplasmic effector
FUN_010108-T1 FUN_010108	-	-	Y (0.867)	Non-effector
FUN_010109-T1 FUN_010109	-	-	Y (0.86)	Non-effector
FUN_010110-T1 FUN_010110	-	-	Y (0.914)	Non-effector
FUN_010111-T1 FUN_010111	Y (0.816)	-	-	Cytoplasmic effector
FUN_010112-T1 FUN_010112	-	-	Y (0.764)	Non-effector
FUN_010113-T1 FUN_010113	-	-	Y (0.942)	Non-effector
FUN_010114-T1 FUN_010114	-	-	Y (0.635)	Non-effector
FUN_010115-T1 FUN_010115	-	-	Y (0.745)	Non-effector
FUN_010116-T1 FUN_010116	Y (0.712)	-	-	Cytoplasmic effector
FUN_010117-T1 FUN_010117	-	-	Y (0.859)	Non-effector
FUN_010117-T2 FUN_010117	-	-	Y (0.871)	Non-effector
FUN_010118-T1 FUN_010118	-	-	Y (0.89)	Non-effector
FUN_010119-T1 FUN_010119	-	-	Y (0.572)	Non-effector
FUN_010120-T1 FUN_010120	-	-	Y (0.835)	Non-effector
FUN_010121-T1 FUN_010121	-	-	Y (0.641)	Non-effector
FUN_010122-T1 FUN_010122	-	-	Y (0.913)	Non-effector
FUN_010123-T1 FUN_010123	-	-	Y (0.786)	Non-effector
FUN_010124-T1 FUN_010124	-	-	Y (0.935)	Non-effector
FUN_010125-T1 FUN_010125	-	-	Y (0.77)	Non-effector
FUN_010126-T1 FUN_010126	Y (0.843)	-	-	Cytoplasmic effector
FUN_010126-T2 FUN_010126	Y (0.761)	-	-	Cytoplasmic effector
FUN_010127-T1 FUN_010127	-	Y (0.703)	-	Apoplastic effector
FUN_010128-T1 FUN_010128	Y (0.769)	-	-	Cytoplasmic effector
FUN_010129-T1 FUN_010129	-	-	Y (0.753)	Non-effector
FUN_010130-T1 FUN_010130	-	-	Y (0.947)	Non-effector
FUN_010131-T1 FUN_010131	-	-	Y (0.797)	Non-effector
FUN_010132-T1 FUN_010132	-	-	Y (0.742)	Non-effector
FUN_010133-T1 FUN_010133	-	-	Y (0.944)	Non-effector
FUN_010134-T1 FUN_010134	Y (0.533)	-	-	Cytoplasmic effector
FUN_010135-T1 FUN_010135	-	-	Y (0.894)	Non-effector
FUN_010136-T1 FUN_010136	Y (0.584)	-	-	Cytoplasmic effector
FUN_010137-T1 FUN_010137	Y (0.569)	-	-	Cytoplasmic effector
FUN_010138-T1 FUN_010138	-	Y (0.53)	-	Apoplastic effector
FUN_010139-T1 FUN_010139	Y (0.686)	-	-	Cytoplasmic effector
FUN_010140-T1 FUN_010140	-	-	Y (0.686)	Non-effector
FUN_010141-T1 FUN_010141	Y (0.94)	-	-	Cytoplasmic effector
FUN_010142-T1 FUN_010142	-	-	Y (0.66)	Non-effector
FUN_010142-T2 FUN_010142	-	-	Y (0.812)	Non-effector
FUN_010143-T1 FUN_010143	Y (0.604)	Y (0.513)	-	Cytoplasmic/apoplastic effector
FUN_010144-T1 FUN_010144	Y (0.648)	-	-	Cytoplasmic effector
FUN_010145-T1 FUN_010145	-	-	Y (0.591)	Non-effector
FUN_010146-T1 FUN_010146	-	-	Y (0.922)	Non-effector
FUN_010147-T1 FUN_010147	-	-	Y (0.932)	Non-effector
FUN_010148-T1 FUN_010148	Y (0.794)	-	-	Cytoplasmic effector
FUN_010149-T1 FUN_010149	-	-	Y (0.987)	Non-effector
FUN_010150-T1 FUN_010150	-	-	Y (0.523)	Non-effector
FUN_010151-T1 FUN_010151	-	-	Y (0.956)	Non-effector
FUN_010152-T1 FUN_010152	-	-	Y (0.653)	Non-effector
FUN_010153-T1 FUN_010153	Y (0.529)	-	-	Cytoplasmic effector
FUN_010154-T1 FUN_010154	-	-	Y (0.988)	Non-effector
FUN_010154-T2 FUN_010154	-	-	Y (0.954)	Non-effector
FUN_010155-T1 FUN_010155	-	-	Y (0.985)	Non-effector
FUN_010156-T1 FUN_010156	-	-	Y (0.955)	Non-effector
FUN_010157-T1 FUN_010157	-	Y (0.741)	-	Apoplastic effector
FUN_010158-T1 FUN_010158	-	-	Y (0.956)	Non-effector
FUN_010159-T1 FUN_010159	-	-	Y (0.733)	Non-effector
FUN_010160-T1 FUN_010160	Y (0.863)	-	-	Cytoplasmic effector
FUN_010161-T1 FUN_010161	-	-	Y (0.863)	Non-effector
FUN_010162-T1 FUN_010162	-	-	Y (0.812)	Non-effector
FUN_010163-T1 FUN_010163	-	-	Y (0.959)	Non-effector
FUN_010164-T1 FUN_010164	-	-	Y (0.943)	Non-effector
FUN_010165-T1 FUN_010165	-	-	Y (0.931)	Non-effector
FUN_010166-T1 FUN_010166	Y (0.549)	-	-	Cytoplasmic effector
FUN_010167-T1 FUN_010167	-	-	Y (0.936)	Non-effector
FUN_010168-T1 FUN_010168	-	-	Y (0.941)	Non-effector
FUN_010169-T1 FUN_010169	-	-	Y (0.558)	Non-effector
FUN_010170-T1 FUN_010170	-	Y (0.509)	-	Apoplastic effector
FUN_010171-T1 FUN_010171	-	-	Y (0.973)	Non-effector
FUN_010172-T1 FUN_010172	Y (0.856)	-	-	Cytoplasmic effector
FUN_010173-T1 FUN_010173	-	-	Y (0.599)	Non-effector
FUN_010174-T1 FUN_010174	-	-	Y (0.879)	Non-effector
FUN_010175-T1 FUN_010175	-	-	Y (0.831)	Non-effector
FUN_010176-T1 FUN_010176	-	-	Y (0.921)	Non-effector
FUN_010177-T1 FUN_010177	-	-	Y (0.564)	Non-effector
FUN_010178-T1 FUN_010178	-	-	Y (0.987)	Non-effector
FUN_010179-T1 FUN_010179	-	-	Y (0.952)	Non-effector
FUN_010180-T1 FUN_010180	Y (0.955)	-	-	Cytoplasmic effector
FUN_010181-T1 FUN_010181	-	-	Y (0.872)	Non-effector
FUN_010182-T1 FUN_010182	-	-	Y (0.779)	Non-effector
FUN_010183-T1 FUN_010183	-	-	Y (0.898)	Non-effector
FUN_010184-T1 FUN_010184	-	-	Y (0.624)	Non-effector
FUN_010185-T1 FUN_010185	-	-	Y (0.916)	Non-effector
FUN_010186-T1 FUN_010186	Y (0.546)	-	-	Cytoplasmic effector
FUN_010187-T1 FUN_010187	Y (0.798)	-	-	Cytoplasmic effector
FUN_010188-T1 FUN_010188	-	-	Y (0.642)	Non-effector
FUN_010189-T1 FUN_010189	Y (0.721)	-	-	Cytoplasmic effector
FUN_010190-T1 FUN_010190	-	-	Y (0.861)	Non-effector
FUN_010191-T1 FUN_010191	-	Y (0.605)	-	Apoplastic effector
FUN_010192-T1 FUN_010192	Y (0.55)	-	-	Cytoplasmic effector
FUN_010193-T1 FUN_010193	Y (0.778)	-	-	Cytoplasmic effector
FUN_010194-T1 FUN_010194	-	-	Y (0.921)	Non-effector
FUN_010195-T1 FUN_010195	-	-	Y (0.812)	Non-effector
FUN_010196-T1 FUN_010196	-	-	Y (0.76)	Non-effector
