From	Entry	Reviewed	Entry Name	Protein names	Gene Names	Organism	Length
A0A1Y2V277	A0A1Y2V277	unreviewed	A0A1Y2V277_9PEZI	Putative glyoxal oxidase	M434DRAFT_397030	Hypoxylon sp. CO27-5	1156
A0A0C9Y2D4	A0A0C9Y2D4	unreviewed	A0A0C9Y2D4_9AGAR	Copper radical oxidase	K443DRAFT_677771	Laccaria amethystina LaAM-08-1	558
A0A2I1D0P8	A0A2I1D0P8	unreviewed	A0A2I1D0P8_ASPC2	Putative isoamyl alcohol oxidase	P168DRAFT_283173	Aspergillus campestris (strain IBT 28561)	585
G9MX01	G9MX01	unreviewed	G9MX01_HYPVG	FAD-binding PCMH-type domain-containing protein	TRIVIDRAFT_59399	Hypocrea virens (strain Gv29-8 / FGSC 10586) (Gliocladium virens) (Trichoderma virens)	564
A0A084R694	A0A084R694		A0A084R694_STACH	deleted			
A0A395NGP4	A0A395NGP4	unreviewed	A0A395NGP4_TRIAR	6-hydroxy-d-nicotine oxidase	TARUN_6982	Trichoderma arundinaceum	486
A0A0A2KY65	A0A0A2KY65	unreviewed	A0A0A2KY65_PENIT	FAD linked oxidase, N-terminal	PITC_056950	Penicillium italicum (Blue mold)	572
A1D7F7	A1D7F7	unreviewed	A1D7F7_NEOFI	tripeptidyl-peptidase II (EC 3.4.14.10)	NFIA_068200	Neosartorya fischeri (strain ATCC 1020 / DSM 3700 / CBS 544.65 / FGSC A1164 / JCM 1740 / NRRL 181 / WB 181) (Aspergillus fischerianus)	577
A0A1V8T4J3	A0A1V8T4J3	unreviewed	A0A1V8T4J3_9PEZI	Peptidase S53 domain-containing protein	B0A48_08749	Rachicladosporium antarcticum	620
A0A1V8V229	A0A1V8V229	unreviewed	A0A1V8V229_9PEZI	Peptidase S53 domain-containing protein	B0A51_02560	Rachicladosporium sp. CCFEE 5018	550
A0A0B2WKF0	A0A0B2WKF0	unreviewed	A0A0B2WKF0_METAS	Tripeptidyl-peptidase 1	MAM_05479	Metarhizium album (strain ARSEF 1941)	383
A0A6A4HEX0	A0A6A4HEX0	unreviewed	A0A6A4HEX0_9AGAR	Subtilisin-like protein	BT96DRAFT_115696	Gymnopus androsaceus JB14	271
C1HDJ5	C1HDJ5	unreviewed	C1HDJ5_PARBA	DnaJ domain-containing protein	PAAG_08836	Paracoccidioides lutzii (strain ATCC MYA-826 / Pb01) (Paracoccidioides brasiliensis)	524
A0A3M7I0K9	A0A3M7I0K9	unreviewed	A0A3M7I0K9_HORWE	J domain-containing protein	D0859_17034	Hortaea werneckii	642
A0A3M6VZG3	A0A3M6VZG3	unreviewed	A0A3M6VZG3_HORWE	J domain-containing protein	D0869_15416	Hortaea werneckii	501
A0A3M6XUH3	A0A3M6XUH3	unreviewed	A0A3M6XUH3_HORWE	J domain-containing protein	D0868_12310	Hortaea werneckii	534
A0A1V6XC19	A0A1V6XC19	unreviewed	A0A1V6XC19_PENNA	J domain-containing protein	PENNAL_c0093G03072 PNAL_LOCUS3090	Penicillium nalgiovense	513
A0A7C8MK18	A0A7C8MK18	unreviewed	A0A7C8MK18_9PLEO	Uncharacterized protein	BDV95DRAFT_573486	Massariosphaeria phaeospora	273
A0A2T2N2Y1	A0A2T2N2Y1	unreviewed	A0A2T2N2Y1_CORCC	Aminomethyltransferase folate-binding domain-containing protein	BS50DRAFT_579842	Corynespora cassiicola Philippines	300
A0A194X1P8	A0A194X1P8	unreviewed	A0A194X1P8_MOLSC	Uncharacterized protein	LY89DRAFT_753614	Mollisia scopiformis (Conifer needle endophyte fungus) (Phialocephala scopiformis)	274
M2YJT1	M2YJT1	unreviewed	M2YJT1_DOTSN	Uncharacterized protein	DOTSEDRAFT_83018	Dothistroma septosporum (strain NZE10 / CBS 128990) (Red band needle blight fungus) (Mycosphaerella pini)	494
A0A1V1TCQ2	A0A1V1TCQ2	unreviewed	A0A1V1TCQ2_9PEZI	Uncharacterized protein	ANO14919_080580	Xylariales sp. No.14919	307
A0A7I8D574	A0A7I8D574	unreviewed	A0A7I8D574_9BACL	Uncharacterized protein	skT53_02020	Effusibacillus dendaii	60
A0A3N5Y623	A0A3N5Y623	unreviewed	A0A3N5Y623_UNCAI	Uncharacterized protein	EHM23_01055	Acidobacteriota bacterium	109
V2XRF1	V2XRF1	unreviewed	V2XRF1_9FIRM	Uncharacterized protein	GCWU0000282_000007	Catonella morbi ATCC 51271	79
E0VZZ0	E0VZZ0	unreviewed	E0VZZ0_PEDHC	Uncharacterized protein	8235638 Phum_PHUM540590	Pediculus humanus subsp. corporis (Body louse)	283
M6F522	M6F522	unreviewed	M6F522_9LEPT	Uncharacterized protein	LEP1GSC008_0793	Leptospira kirschneri serovar Bulgarica str. Nikolaevo	92
A0A0D2AYN4	A0A0D2AYN4	unreviewed	A0A0D2AYN4_9EURO	Ecp2 effector protein domain-containing protein	PV08_09106	Exophiala spinifera	164
A0A167CBE3	A0A167CBE3	unreviewed	A0A167CBE3_9PEZI	Uncharacterized protein	CI238_13119	Colletotrichum incanum	194
A0A0F9ABN3	A0A0F9ABN3	unreviewed	A0A0F9ABN3_9ZZZZ	Uncharacterized protein	LCGC14_2591910	marine sediment metagenome	126
A0A2I0SA18	A0A2I0SA18		A0A2I0SA18_9PEZI	deleted			
A0A178CKP3	A0A178CKP3		A0A178CKP3_9EURO	deleted			
A0A6A6QKC5	A0A6A6QKC5	unreviewed	A0A6A6QKC5_9PEZI	Probable glucan endo-1,3-beta-glucosidase eglC (EC 3.2.1.39) (Endo-1,3-beta-glucanase eglC) (Laminarinase eglC)	BU16DRAFT_529166	Lophium mytilinum	316
A0A0W4ZUP6	A0A0W4ZUP6	unreviewed	A0A0W4ZUP6_PNEJ7	glucan 1,3-beta-glucosidase (EC 3.2.1.58) (Exo-1,3-beta-glucanase)	T551_00785	Pneumocystis jirovecii (strain RU7) (Human pneumocystis pneumonia agent)	408
A0A4S8XJ05	A0A4S8XJ05	unreviewed	A0A4S8XJ05_AURPU	Probable glucan endo-1,3-beta-glucosidase eglC (EC 3.2.1.39) (Endo-1,3-beta-glucanase eglC) (Laminarinase eglC)	D6D22_07217	Aureobasidium pullulans (Black yeast) (Pullularia pullulans)	201
A0A7R7XK62	A0A7R7XK62	unreviewed	A0A7R7XK62_9EURO	Tail specific protease domain-containing protein	APUU_30828A	Aspergillus puulaauensis	861
A0A6J3MGP7	A0A6J3MGP7	unreviewed	A0A6J3MGP7_9PEZI	Tail specific protease domain-containing protein	K489DRAFT_405861	Dissoconium aciculare CBS 342.82	878
A7F146	A7F146	unreviewed	A7F146_SCLS1	Uncharacterized protein	SS1G_11316	Sclerotinia sclerotiorum (strain ATCC 18683 / 1980 / Ss-1) (White mold) (Whetzelinia sclerotiorum)	725
A0A559MA18	A0A559MA18	unreviewed	A0A559MA18_9HELO	Peptidase S41 family protein	ustP_1 LAWI1_G007310	Lachnellula willkommii	652
A0A6A6H586	A0A6A6H586	unreviewed	A0A6A6H586_9PEZI	Uncharacterized protein	EV356DRAFT_232153	Viridothelium virens	236
A0A1S1VAN8	A0A1S1VAN8		A0A1S1VAN8_9PEZI	deleted			
A0A3M7MD23	A0A3M7MD23	unreviewed	A0A3M7MD23_9PLEO	Carboxypeptidase (EC 3.4.16.-)	GMOD_00010225	Pyrenophora seminiperda CCB06	535
A0A2W1GKP2	A0A2W1GKP2	unreviewed	A0A2W1GKP2_9PLEO	diphthine methyl ester synthase (EC 2.1.1.314)	Ptr86124_003011 PtrM4_028530	Pyrenophora tritici-repentis	834
A0A2W1EI58	A0A2W1EI58	unreviewed	A0A2W1EI58_9PLEO	Carboxypeptidase (EC 3.4.16.-)	PtrM4_08188	Pyrenophora tritici-repentis	566
A0A6S6V3Y4	A0A6S6V3Y4		A0A6S6V3Y4_9PLEO	deleted			
A0A1Y1ZCU9	A0A1Y1ZCU9	unreviewed	A0A1Y1ZCU9_9PLEO	Amine oxidase domain-containing protein	BCR34DRAFT_488952	Clohesyomyces aquaticus	390
A0A6A5XLA3	A0A6A5XLA3	unreviewed	A0A6A5XLA3_9PLEO	Amine oxidase (EC 1.4.3.-)	BU24DRAFT_373860	Aaosphaeria arxii CBS 175.79	526
A0A6A6IC26	A0A6A6IC26	unreviewed	A0A6A6IC26_9PLEO	Amine oxidase (EC 1.4.3.-)	BU26DRAFT_430194	Trematosphaeria pertusa	529
A0A6G1KGC5	A0A6G1KGC5	unreviewed	A0A6G1KGC5_9PLEO	Amine oxidase (EC 1.4.3.-)	K504DRAFT_489674	Pleomassaria siparia CBS 279.74	566
A0A428PQS8	A0A428PQS8	unreviewed	A0A428PQS8_9HYPO	Amine oxidase (EC 1.4.3.-)	CEP53_007121	Fusarium sp. AF-6	519
H0EM97	H0EM97	unreviewed	H0EM97_GLAL7	Putative fungistatic metabolite	M7I_3727	Glarea lozoyensis (strain ATCC 74030 / MF5533)	1133
A0A7X9Q0F9	A0A7X9Q0F9	unreviewed	A0A7X9Q0F9_UNCAC	PQQ-binding-like beta-propeller repeat protein	GYA65_02130	Actinomycetes bacterium	564
A0A2J6TNU0	A0A2J6TNU0	unreviewed	A0A2J6TNU0_9HELO	Pyrrolo-quinoline quinone	K444DRAFT_473601	Hyaloscypha bicolor E	503
A0A4T0C0S1	A0A4T0C0S1	unreviewed	A0A4T0C0S1_AURPU	WSC-domain-containing protein	D6C79_07745	Aureobasidium pullulans (Black yeast) (Pullularia pullulans)	1169
A0A0G4LLK1	A0A0G4LLK1	unreviewed	A0A0G4LLK1_9PEZI	Uncharacterized protein	BN1723_018004	Verticillium longisporum	325
A0A2C5YLF8	A0A2C5YLF8	unreviewed	A0A2C5YLF8_9HYPO	FAD-binding PCMH-type domain-containing protein	CDD80_7499	Ophiocordyceps camponoti-rufipedis	181
A0A369HF07	A0A369HF07	unreviewed	A0A369HF07_9HYPO	FAD-binding PCMH-type domain-containing protein	CP533_1161	Ophiocordyceps camponoti-saundersi (nom. inval.)	187
A0A0G4N0P6	A0A0G4N0P6	unreviewed	A0A0G4N0P6_9PEZI	FAD linked oxidase N-terminal domain-containing protein	BN1723_015679	Verticillium longisporum	279
A0A0N0V4V1	A0A0N0V4V1	unreviewed	A0A0N0V4V1_FUSLA	Fad-containing protein	FLAG1_11903	Fusarium langsethiae	183
A0A1J9P360	A0A1J9P360	unreviewed	A0A1J9P360_9EURO	FAD-binding PCMH-type domain-containing protein	ACJ73_09688	Blastomyces percursus	189
X0BWY9	X0BWY9	unreviewed	X0BWY9_FUSOX	Uncharacterized protein	FOQG_09688	Fusarium oxysporum f. sp. raphani 54005	446
A0A6G1NF99	A0A6G1NF99		A0A6G1NF99_VERDA	deleted			
A0A162N013	A0A162N013	unreviewed	A0A162N013_CORFA	Uncharacterized protein	ISF_00230	Cordyceps fumosorosea (strain ARSEF 2679) (Isaria fumosorosea)	62
A0A4R8R2E3	A0A4R8R2E3	unreviewed	A0A4R8R2E3_COLTR	Uncharacterized protein	CTRI78_v008394	Colletotrichum trifolii	53
A0A2H2ZMS4	A0A2H2ZMS4	unreviewed	A0A2H2ZMS4_TRIPA	Esterase	A9Z42_0067210	Trichoderma parareesei (Filamentous fungus)	415
A0A6A6I9F8	A0A6A6I9F8	unreviewed	A0A6A6I9F8_9PLEO	Alpha/beta-hydrolase	BU26DRAFT_567650	Trematosphaeria pertusa	416
A0A6A5TNI9	A0A6A5TNI9	unreviewed	A0A6A5TNI9_9PLEO	Alpha/beta-hydrolase	CC80DRAFT_419098	Byssothecium circinans	380
U1HVD1	U1HVD1	unreviewed	U1HVD1_ENDPU	Vacuolar protein sorting-associated protein 51 homolog	EPUS_03147	Endocarpon pusillum (strain Z07020 / HMAS-L-300199) (Lichen-forming fungus)	689
A0A2V1DWZ1	A0A2V1DWZ1	unreviewed	A0A2V1DWZ1_9PLEO	AB hydrolase-1 domain-containing protein	DM02DRAFT_524272	Periconia macrospinosa	315
A0A183C833	A0A183C833	unreviewed	A0A183C833_GLOPA	Uncharacterized protein		Globodera pallida (Potato cyst nematode)	238
A0A6A6HBS6	A0A6A6HBS6	unreviewed	A0A6A6HBS6_9PEZI	AA1-like domain-containing protein	EV356DRAFT_566382	Viridothelium virens	129
A0A6A5T635	A0A6A5T635	unreviewed	A0A6A5T635_9PLEO	Uncharacterized protein	EJ02DRAFT_450663	Clathrospora elynae	233
A0A364NCD0	A0A364NCD0	unreviewed	A0A364NCD0_9PLEO	Uncharacterized protein	DDE83_001640	Stemphylium lycopersici	230
A0A094GHW4	A0A094GHW4	unreviewed	A0A094GHW4_9PEZI	Uncharacterized protein	V498_03211	Pseudogymnoascus sp. VKM F-4517 (FW-2822)	112
A0A165K0S4	A0A165K0S4	unreviewed	A0A165K0S4_XYLHT	PCI domain-containing protein	L228DRAFT_265216	Xylona heveae (strain CBS 132557 / TC161)	198
A0A1W5DB61	A0A1W5DB61	unreviewed	A0A1W5DB61_9LECA	Uncharacterized protein		Lasallia pustulata	185
A0A0D1Y9M4	A0A0D1Y9M4	unreviewed	A0A0D1Y9M4_9EURO	EGF-like domain-containing protein	PV11_07186	Exophiala sideris	424
S3CZB3	S3CZB3	unreviewed	S3CZB3_GLAL2	Extracellular membrane protein CFEM domain-containing protein	GLAREA_12368	Glarea lozoyensis (strain ATCC 20868 / MF5171)	191
A0A6A6W4W6	A0A6A6W4W6	unreviewed	A0A6A6W4W6_9PEZI	PCI domain-containing protein	EJ05DRAFT_511943	Pseudovirgaria hyperparasitica	199
A0A0N1H2U8	A0A0N1H2U8	unreviewed	A0A0N1H2U8_9EURO	SnoaL-like domain-containing protein	AB675_2243	Phialophora attinorum	233
A0A364NA13	A0A364NA13	unreviewed	A0A364NA13_9PLEO	Ethyl tert-butyl ether degradation protein	DDE83_002426	Stemphylium lycopersici	203
A0A7J6IJ96	A0A7J6IJ96	unreviewed	A0A7J6IJ96_COLFN	SnoaL-like domain-containing protein	CGGC5_v015090	Colletotrichum fructicola (strain Nara gc5) (Anthracnose fungus) (Colletotrichum gloeosporioides (strain Nara gc5))	192
K2RUG0	K2RUG0	unreviewed	K2RUG0_MACPH	SnoaL-like domain-containing protein	MPH_09021	Macrophomina phaseolina (strain MS6) (Charcoal rot fungus)	203
R1GVE5	R1GVE5	unreviewed	R1GVE5_BOTPV	Putative ethyl tert-butyl ether degradation protein	UCRNP2_834	Botryosphaeria parva (strain UCR-NP2) (Grapevine canker fungus) (Neofusicoccum parvum)	168
A0A5M8Q4D1	A0A5M8Q4D1	unreviewed	A0A5M8Q4D1_9LECA	Uncharacterized protein	FRX48_00648	Lasallia pustulata	181
A0A4U7AVH8	A0A4U7AVH8	unreviewed	A0A4U7AVH8_9PEZI	Uncharacterized protein	C1H76_8948	Elsinoe australis	265
A0A3M2SVX8	A0A3M2SVX8	unreviewed	A0A3M2SVX8_9EURO	Glycosidase (EC 3.2.-.-)	PHISP_07699	Aspergillus sp. HF37	462
A0A167FBP7	A0A167FBP7	unreviewed	A0A167FBP7_9ASCO	Glycosidase (EC 3.2.-.-)	UTR2 AWJ20_2699	Sugiyamaella lignohabitans	478
C6H9S9	C6H9S9	unreviewed	C6H9S9_AJECH	UTR2 protein	HCDG_02960	Ajellomyces capsulatus (strain H143) (Darling's disease fungus) (Histoplasma capsulatum)	348
A0A1Z5SU83	A0A1Z5SU83	unreviewed	A0A1Z5SU83_HORWE	Zn(2)-C6 fungal-type domain-containing protein	BTJ68_11881	Hortaea werneckii EXF-2000	930
A0A0F8B2F9	A0A0F8B2F9	unreviewed	A0A0F8B2F9_CERFI	Glycosidase (EC 3.2.-.-)	crf1_3 CFO_g3632	Ceratocystis fimbriata f. sp. platani	395
A0A165FUN5	A0A165FUN5	unreviewed	A0A165FUN5_EXIGL	AB hydrolase-1 domain-containing protein	EXIGLDRAFT_618083	Exidia glandulosa HHB12029	350
A0A3M7E618	A0A3M7E618	unreviewed	A0A3M7E618_HORWE	AB hydrolase-1 domain-containing protein	D0863_04712	Hortaea werneckii	429
A0A072P6A1	A0A072P6A1	unreviewed	A0A072P6A1_9EURO	AB hydrolase-1 domain-containing protein	A1O9_08126	Exophiala aquamarina CBS 119918	374
A0A4V6S1T3	A0A4V6S1T3	unreviewed	A0A4V6S1T3_9APHY	(4-O-methyl)-D-glucuronate--lignin esterase (EC 3.1.1.117)	EUX98_g6238	Antrodiella citrinella	393
A0A1W5CV84	A0A1W5CV84	unreviewed	A0A1W5CV84_9LECA	Alpha/Beta hydrolase fold		Lasallia pustulata	644
W3WNK7	W3WNK7	unreviewed	W3WNK7_PESFW	Acetylesterase	PFICI_12444	Pestalotiopsis fici (strain W106-1 / CGMCC3.15140)	329
A0A6A6CTA7	A0A6A6CTA7	unreviewed	A0A6A6CTA7_ZASCE	Carbohydrate esterase family 16 protein	M409DRAFT_19559	Zasmidium cellare ATCC 36951	390
A0A165LSF0	A0A165LSF0	unreviewed	A0A165LSF0_EXIGL	Carbohydrate esterase family 16 protein	EXIGLDRAFT_832345	Exidia glandulosa HHB12029	310
A0A0P7BHQ9	A0A0P7BHQ9	unreviewed	A0A0P7BHQ9_9HYPO	Uncharacterized protein	AK830_g6779	Neonectria ditissima	354
A0A251U2G7	A0A251U2G7	unreviewed	A0A251U2G7_HELAN	Putative SGNH hydrolase-type esterase domain-containing protein	HannXRQ_Chr08g0207281	Helianthus annuus (Common sunflower)	687
A0A559MC73	A0A559MC73	unreviewed	A0A559MC73_9HELO	AB hydrolase-1 domain-containing protein	LAWI1_G007608	Lachnellula willkommii	256
A0A4Q4S0Y5	A0A4Q4S0Y5	unreviewed	A0A4Q4S0Y5_9PLEO	AB hydrolase-1 domain-containing protein	AA0113_g5961	Alternaria arborescens	252
A0A2P5HL83	A0A2P5HL83	unreviewed	A0A2P5HL83_9PEZI	AB hydrolase-1 domain-containing protein	DHEL01_v210612	Diaporthe helianthi	227
A0A0S6X9K8	A0A0S6X9K8	unreviewed	A0A0S6X9K8_BLOB1	Galactose oxidase-like Early set domain-containing protein	ANO11243_002790	Fungal sp. (strain No.11243)	668
A0A2G5HG28	A0A2G5HG28	unreviewed	A0A2G5HG28_CERBT	Galactose oxidase	CB0940_09955	Cercospora beticola (Sugarbeet leaf spot fungus)	710
A0A7H2BE80	A0A7H2BE80	unreviewed	A0A7H2BE80_9MICC	DUF6318 domain-containing protein	IDM49_01365	Rothia terrae	263
L8G156	L8G156	unreviewed	L8G156_PSED2	Glucose-methanol-choline oxidoreductase N-terminal domain-containing protein	GMDG_07509	Pseudogymnoascus destructans (strain ATCC MYA-4855 / 20631-21) (Bat white-nose syndrome fungus) (Geomyces destructans)	528
M3D149	M3D149	unreviewed	M3D149_SPHMS	FAD/NAD(P)-binding domain-containing protein	SEPMUDRAFT_143951	Sphaerulina musiva (strain SO2202) (Poplar stem canker fungus) (Septoria musiva)	535
A0A094CH65	A0A094CH65	unreviewed	A0A094CH65_9PEZI	Glucose-methanol-choline oxidoreductase N-terminal domain-containing protein	V493_07041	Pseudogymnoascus sp. VKM F-4281 (FW-2241)	1191
A0A093Z7Z6	A0A093Z7Z6	unreviewed	A0A093Z7Z6_9PEZI	Glucose-methanol-choline oxidoreductase N-terminal domain-containing protein	V491_06400	Pseudogymnoascus sp. VKM F-3775	294
A0A4Z0YTB4	A0A4Z0YTB4	unreviewed	A0A4Z0YTB4_9PEZI	CMP/dCMP-type deaminase domain-containing protein	E0Z10_g5486	Xylaria hypoxylon	747
A0A0D2CUR1	A0A0D2CUR1	unreviewed	A0A0D2CUR1_9EURO	GH16 domain-containing protein	PV05_06248	Exophiala xenobiotica	440
A0A6G0UNG1	A0A6G0UNG1	unreviewed	A0A6G0UNG1_9BILA	GH16 domain-containing protein	FO519_006956	Halicephalobus sp. NKZ332	544
E9DE28	E9DE28	unreviewed	E9DE28_COCPS	GH16 domain-containing protein	CPSG_07819	Coccidioides posadasii (strain RMSCC 757 / Silveira) (Valley fever fungus)	495
F0XC09	F0XC09	unreviewed	F0XC09_GROCL	GPI anchored peptidase m48	CMQ_1239	Grosmannia clavigera (strain kw1407 / UAMH 11150) (Blue stain fungus) (Graphiocladiella clavigera)	1058
A0A1W5DAQ3	A0A1W5DAQ3	unreviewed	A0A1W5DAQ3_9LECA	Disulfide isomerase		Lasallia pustulata	491
A0A1R3RS37	A0A1R3RS37	unreviewed	A0A1R3RS37_ASPC5	Thioredoxin domain-containing protein	ASPCADRAFT_505694	Aspergillus carbonarius (strain ITEM 5010)	449
A0A4Q4QDW0	A0A4Q4QDW0		A0A4Q4QDW0_9PLEO	deleted			
A0A6C1LTF2	A0A6C1LTF2		A0A6C1LTF2_COCIT	deleted			
E4V0A3	E4V0A3	unreviewed	E4V0A3_ARTGP	Thioredoxin domain-containing protein	MGYG_06039	Arthroderma gypseum (strain ATCC MYA-4604 / CBS 118893) (Microsporum gypseum)	497
A0A232M6A5	A0A232M6A5	unreviewed	A0A232M6A5_9EURO	tyrosinase (EC 1.14.18.1)	Egran_00294	Elaphomyces granulatus	611
U1HZ89	U1HZ89	unreviewed	U1HZ89_ENDPU	tyrosinase (EC 1.14.18.1)	EPUS_03253	Endocarpon pusillum (strain Z07020 / HMAS-L-300199) (Lichen-forming fungus)	591
C0NAP3	C0NAP3	unreviewed	C0NAP3_AJECG	tyrosinase (EC 1.14.18.1)	HCBG_00189	Ajellomyces capsulatus (strain G186AR / H82 / ATCC MYA-2454 / RMSCC 2432) (Darling's disease fungus) (Histoplasma capsulatum)	638
A0A364KV05	A0A364KV05	unreviewed	A0A364KV05_9EURO	tyrosinase (EC 1.14.18.1)	BHQ10_003394	Talaromyces amestolkiae	654
A0A0H1B458	A0A0H1B458	unreviewed	A0A0H1B458_9EURO	tyrosinase (EC 1.14.18.1)	EMPG_10741	Blastomyces silverae	407
A0A1V8TMC2	A0A1V8TMC2	unreviewed	A0A1V8TMC2_9PEZI	Uncharacterized protein	B0A51_16326	Rachicladosporium sp. CCFEE 5018	337
W0J3J6	W0J3J6	unreviewed	W0J3J6_9BACT	Carbohydrate-binding protein CenC	OPIT5_15155	Opitutaceae bacterium TAV5	188
A0A1H8GQS7	A0A1H8GQS7	unreviewed	A0A1H8GQS7_9BACL	Carbohydrate binding domain-containing protein	SAMN05444955_11214	Lihuaxuella thermophila	672
A0A7C1IDW1	A0A7C1IDW1	unreviewed	A0A7C1IDW1_9BACE	Glycosyl hydrolase family protein	ENO05_01285	Bacteroides sp	744
A0A257L5K4	A0A257L5K4	unreviewed	A0A257L5K4_9BACT	Glycoside hydrolase	CFE21_17775	Bacteroidetes bacterium B1(2017)	573
R7YMC8	R7YMC8	unreviewed	R7YMC8_CONA1	Endo-1,3(4)-beta-glucanase 1 carbohydrate binding domain-containing protein	W97_02026	Coniosporium apollinis (strain CBS 100218) (Rock-inhabiting black yeast)	122
A0A1S9RPI8	A0A1S9RPI8	unreviewed	A0A1S9RPI8_PENBI	Endo-1,3(4)-beta-glucanase 1 carbohydrate binding domain-containing protein	PEBR_17420	Penicillium brasilianum	1269
A0A0F7THS6	A0A0F7THS6	unreviewed	A0A0F7THS6_PENBI	Endo-1,3(4)-beta-glucanase 1 carbohydrate binding domain-containing protein	PMG11_01353	Penicillium brasilianum	1076
A0A0W4ZU81	A0A0W4ZU81	unreviewed	A0A0W4ZU81_PNEJ7	Endo-1,3(4)-beta-glucanase 1 carbohydrate binding domain-containing protein	T551_00612	Pneumocystis jirovecii (strain RU7) (Human pneumocystis pneumonia agent)	158
D5GF49	D5GF49	unreviewed	D5GF49_TUBMM	(Perigord truffle) hypothetical protein	GSTUM_00001850001	Tuber melanosporum (strain Mel28) (Perigord black truffle)	108
A0A370U1V6	A0A370U1V6	unreviewed	A0A370U1V6_9HELO	Spherulation-specific family 4	BP5553_01741	Venustampulla echinocandica	313
A0A409X1Y9	A0A409X1Y9	unreviewed	A0A409X1Y9_9AGAR	Uncharacterized protein	CVT26_014496	Gymnopilus dilepis	242
A0A2J6SBM8	A0A2J6SBM8	unreviewed	A0A2J6SBM8_HYAVF	Cell surface spherulin 4-like protein	L207DRAFT_446986	Hyaloscypha variabilis (strain UAMH 11265 / GT02V1 / F) (Meliniomyces variabilis)	272
S3DAA7	S3DAA7	unreviewed	S3DAA7_GLAL2	Spherulin-4	GLAREA_00059	Glarea lozoyensis (strain ATCC 20868 / MF5171)	305
A0A0G2FV28	A0A0G2FV28	unreviewed	A0A0G2FV28_9EURO	Putative cell surface spherulin 4-like protein	UCRPC4_g06158	Phaeomoniella chlamydospora	236
A0A6A6S275	A0A6A6S275	unreviewed	A0A6A6S275_9PLEO	Peptide hydrolase (EC 3.4.-.-)	P280DRAFT_518131	Massarina eburnea CBS 473.64	497
A0A6A6PEK6	A0A6A6PEK6	unreviewed	A0A6A6PEK6_9PEZI	Peptide hydrolase (EC 3.4.-.-)	BDY21DRAFT_331354	Lineolata rhizophorae	522
A8PFK7	A8PFK7	unreviewed	A8PFK7_COPC7	Peptide hydrolase (EC 3.4.-.-)	CC1G_04928	Coprinopsis cinerea (strain Okayama-7 / 130 / ATCC MYA-4618 / FGSC 9003) (Inky cap fungus) (Hormographiella aspergillata)	513
A0A0G2HYK0	A0A0G2HYK0	unreviewed	A0A0G2HYK0_9PEZI	Peptide hydrolase (EC 3.4.-.-)	UCDDA912_g00239	Diaporthe ampelina	465
H0EV62	H0EV62	unreviewed	H0EV62_GLAL7	Peptide hydrolase (EC 3.4.-.-)	M7I_6656	Glarea lozoyensis (strain ATCC 74030 / MF5533)	338
A0A364MAI2	A0A364MAI2	unreviewed	A0A364MAI2_ASPFL	Ecp2 effector protein domain-containing protein	CA14_006310 F9C07_2283931	Aspergillus flavus	221
A0A084FV09	A0A084FV09	unreviewed	A0A084FV09_PSEDA	Ecp2 effector protein domain-containing protein	SAPIO_CDS10256	Pseudallescheria apiosperma (Scedosporium apiospermum)	212
A0A2B7X9T4	A0A2B7X9T4	unreviewed	A0A2B7X9T4_9EURO	Ecp2 effector protein domain-containing protein	GX51_02716	Blastomyces parvus	164
A0A1Y1YJA5	A0A1Y1YJA5	unreviewed	A0A1Y1YJA5_9FUNG	Chitin-binding type-1 domain-containing protein	K493DRAFT_313807	Basidiobolus meristosporus CBS 931.73	437
A0A1Y6C6K5	A0A1Y6C6K5	unreviewed	A0A1Y6C6K5_9PROT	PAS domain-containing protein	SAMN05428998_11647	Tistlia consotensis USBA 355	159
A0A1D1UZL9	A0A1D1UZL9	unreviewed	A0A1D1UZL9_RAMVA	Uncharacterized protein	RvY_06742-1 RvY_06742.1 RvY_06742	Ramazzottius varieornatus (Water bear) (Tardigrade)	66
A0A6M3JTE7	A0A6M3JTE7	unreviewed	A0A6M3JTE7_9ZZZZ	Putative DNA polymerase	MM415A02667_0001	viral metagenome	595
A0A139H0H7	A0A139H0H7	unreviewed	A0A139H0H7_9PEZI	Chitin-binding type-1 domain-containing protein	AC578_2649	Pseudocercospora eumusae	965
A0A3D8RIS2	A0A3D8RIS2	unreviewed	A0A3D8RIS2_9HELO	Uncharacterized protein	BP5796_07391	Coleophoma crateriformis	302
A0A164ZMY5	A0A164ZMY5	unreviewed	A0A164ZMY5_XYLHT	Uncharacterized protein	L228DRAFT_50418	Xylona heveae (strain CBS 132557 / TC161)	240
A0A3D8RI00	A0A3D8RI00	unreviewed	A0A3D8RI00_9HELO	Uncharacterized protein	BP6252_07378	Coleophoma cylindrospora	670
M3AJY5	M3AJY5	unreviewed	M3AJY5_PSEFD	Apple domain-containing protein	MYCFIDRAFT_84845	Pseudocercospora fijiensis (strain CIRAD86) (Black leaf streak disease fungus) (Mycosphaerella fijiensis)	969
A0A5M8PR05	A0A5M8PR05	unreviewed	A0A5M8PR05_9LECA	Uncharacterized protein	FRX48_04687	Lasallia pustulata	193
A0A5M8PHE1	A0A5M8PHE1	unreviewed	A0A5M8PHE1_9LECA	Uncharacterized protein	FRX48_07163	Lasallia pustulata	222
